,ID,Comment,Date,label
183,???,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021. 1. 25.,악플
184,침팬치,13:17 화가나..?ㅋㅋㅋㅋ 쇼미더머니 시킨게 누구였지..,2021. 1. 25.,악플
185,김은일(과학기술대학 물리학),이종격투기 여자분 이번에 다시보니 엠제이님이시네요😲😲,2021. 1. 25.,긍정
186,Aaron Amen,1:10 매번 홍보만 하지...가게 기프티콘 사용했다는 이야긴 없는...30만원 어치라는데...,2021. 1. 25.,악플
187,악 으,정준하 반칙만 쓰는거 보소 어휴,2021. 1. 25.,악플
188,욥욥,15:51,2021. 1. 25.,부정
189,알콩이달콩이,"아니 불편러들아 좀 닥치고 봐라, 불편하면 보지를 마니들덕에 무도 종영한건데 왜 여기까지 와서 불편해하는거야?인생 참 꼬였네",2021. 1. 25.,악플
190,튀김새우,소사이어티게임에 나왔던 엠제이킴이다!,2021. 1. 25.,긍정
191,소하,밤이라 박명수가 미스한듯 저기서 높게하거나 안했어야함낮이여야 못넣지 밤은 높이가늠이 잘안됨,2021. 1. 25.,악플
192,공장크아,15:50,2021. 1. 25.,부정
193,뇸뇸,키워드 쇼미더머니ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ,2021. 1. 25.,긍정
194,이현,16:00,2021. 1. 25.,부정
195,김현성,이쁘다,2021. 1. 25.,악플
196,셥다셔,근데 편지 놔두고 갈땐 아무도 안챙겼으면서 바꿔놓은뒤에 정준하가 편지줘야지하니까 바로 나오는것도 뭔가 좀 이상하긴하네 ㅋㅋ 연출인가,2021. 1. 25.,악플
197,멜팅유,07:00,2021. 1. 25.,부정
198,Andy Shim,15:50,2021. 1. 25.,부정
199,돌몽,15:51,2021. 1. 25.,부정
200,박혁,무도 댓글 보면 진짜 가관들 많다 ㅋㅋㅋㅋ 없어지니 그립다 이지랄병이고 니들 댓글 하나하나때매 무도없어진거 한몫함 제발 정신차리고 살아라,2021. 1. 25.,악플
201,마카로오오옹,8:238:24,2021. 1. 25.,부정
202,예비용,1:06 엠제이 킴이었구나,2021. 1. 25.,긍정
203,JB K,🙂🙂,2021. 1. 25.,부정
204,Mu zabi,토미라는 분 일본분인가용?,2021. 1. 25.,악플
205,푸치노샷추가,15:06  [내용없음] 내용이 없네.... 왜 안쓴거여... 미안혀,2021. 1. 25.,악플
206,k조커,6:59 엠제이 킴이었네,2021. 1. 25.,악플
207,사는게죄인남자,0:59 민지?,2021. 1. 25.,악플
208,현수 이,민지씨만봤습니다,2021. 1. 25.,긍정
209,옥탑방호랭이,MC민지,2021. 1. 25.,악플
210,Muse,광고를 쌔리 처때려너놨네ㅡㅡ,2021. 1. 25.,악플
211,Mason Paul,"예능보면 남자가 여자한테 로우킥이든 맞는 장면은 많은데여자가 남자한테 맞는 모습은 광수형 말고는 한번도 못봄..예능에서 성역차별 진짜 심함, 남녀가 평등한데 남자는 맞고, 여자는 때리고 걸크러쉬행 ㅋㅋ",2021. 1. 25.,악플
212,쒸엣,어 엠제이킴이네,2021. 1. 25.,악플
213,김현호,아무도 관심을 주지 않았지만 처음부터 끝까지 혼자서 고생한 광희 너무 멋지다👍,2021. 1. 27.,긍정
214,앗네,광희... 진짜 저 비쩍 마른 몸으로 너무.. 고생 많이했고 ㅠㅠㅠㅠ 덕분에 레전드 무대도 나오고 넘 고마움,2021. 1. 27.,긍정
215,윤석주,"진짜 이특집은 정준하의,정준하에 의한,정준하를 위한 특집이다ㅋㅋㅋㅋㅋ 17년도에 명수옹이 진짜사나이로 하드캐리 했으면 16년도는 쩌리짱이 다해줬음 여기서 말하는 거지만 두형님들 및 멤버들 진짜 고생하셨습니다 우리들에게 큰웃음을 주기위해 노력해줘서!!",2021. 1. 27.,악플
216,안태환,12:10 재석아 해냈어!!! 하는게 겁나 커엽네 ㅋㅋㅋㅋㅋ,2021. 1. 27.,긍정
217,Uaena I,띵수옹 카메라감독으로 위장해서 중앙이형 편지함에 마지막편지 전달하는게 ㄹㅇ쌉레전드였는데ㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
218,JINI Y,8:38 정준하 표정 ㅋㅋㅋㅋ 금방이라도 울 거 같아 ㅋㅋ,2021. 1. 27.,악플
219,라면은맛있어,와 광희 올라갔네 대단하네ㅋㅋㅋㅋ 유재석은 줄타고 올라갓는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,긍정
220,ᄋᄋ,하하 ㄹㅇ 방송천재 ㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
221,IOWA. IOWA,9:57 재석이형 낮은톤의 평소말투 나만 심쿵?♥️,2021. 1. 27.,부정
222,김현근 | ERICA 광고홍보학과 ­,한때 정말 좋아했던 무한도전 프로그램. 다시봐도 역시나 너무 재미있네요. 저 멤버들이 다시 모이는 날이 어서 빨리 왔으면 좋겠습니다.정말 무한도전은 저한테 좋은 추억으로 남아있습니다. 당시 기획 하셨던 김태호 PD님을 비롯해서 모든 PD님 정말 대단하다고 느껴집니다.그리고 유재석님을 비롯한 많은 출연진들 너무 재미있게 잘봤습니다.앞으로도 멤버들 항상 응원할게요. 화이팅입니다. 역대 최고 예능 무한도전!,2021. 1. 27.,긍정
223,닉네임,유재석 박명수 두 분이 같이 웃는게 보기 좋음 이번 놀면 뭐하니 보는데 정과장 나와서 가족들 다 소리 지르면서 봤는데 박차장도 볼 수 있으면 좋겠다,2021. 1. 27.,악플
224,혜성,4:30  재석이형 눈빛 독기서린거봐ㅋㅋㅋㅋ무서워ㅋㅋㅋ,2021. 1. 27.,부정
225,따르,이건 진짜 그 멤버들로 다시보고싶은 특집이여,2021. 1. 27.,악플
226,언급할 수 없는닉네임,"이편자체는 무난한 편이였는데, 이편에 언급된 아이디어들이 무한도전 후반부의 핵심 아이디어들 됐네 ㅎ 쇼미더머니, 무도판 진짜사나이, 자연인, 댄스퀸",2021. 1. 27.,악플
227,Eddie choi,하하가 이 편 먹여 살렸다고 해도 과언 아닌데 불편러들 조온나 많았었음,2021. 1. 27.,악플
228,Nal Dalgyal,밥사준다니까 심쿵하는거 개웃기네ㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
229,Demarcus Kim,막판에 ㄹㅇ 하하랑 하와수가 하드캐리했네... 특히 준하형은 딜되는 탱커로 완전체급 되버렷는데 왜 그렇게 퇴물취급하고 코빅가서 조롱당하고.. ㅠㅠ 무도 종영 이전에 가끔씩 볼때는 노홍철 능력 흡수한 하하와 하와수 콤비 보는맛으로 버틴거 같음,2021. 1. 27.,악플
230,햇빛이,ㅋㅋㅋㅋ저기서 자연인 해수랑 명수영감편 나온거군아ㅋㅋㅋㅋ진짜 레전드였는데,2021. 1. 27.,악플
231,두두키 JW,명수가 준하한테 답장하면서 재석이랑만 넣었으면 복수성공했을텐데 ㅋㅋㅋㅋ,2021. 1. 27.,악플
232,괜찮아요,하하 진짜 대단하다 ㅋㅋ,2021. 1. 27.,긍정
233,_______________________ㅏ,광희 진짜 멋지다,2021. 1. 27.,긍정
234,연금술사,13:09 열심히 하는 광희.👍💯💖 다큐멘터리 보는 것 같은 감동이~~,2021. 1. 27.,긍정
235,hi hello,유재석이 진짜 저쪼아래가 컴플렉스긴 한듯ㅋㅋㅋㅋㅋ 명수한테만 겁나 집착하면서 막음ㅋㅋㅋㅋ,2021. 1. 27.,악플
236,네오스,4:33 5:45 유재석의 진짜사나이 협박. 효과는 굉장했다 ㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
237,kim s,광희 진짜 개멋있네 ;;,2021. 1. 27.,긍정
238,alcnlsrj dksi,"그래도 이덕에 하와수 상황극 레전드 나왔지 ""파 써는데 한시간이 걸려!!!!!"" ㅋㅋㅋㅋㅋㅋ",2021. 1. 27.,악플
239,윤아리,암벽등반 선생님 대단하시다 올라와서 직접 도와주시고 최고에요~,2021. 1. 27.,긍정
240,잰잰,어제 이거 보고 잤다가 무도 다시 원년멤버로 합쳐서 시작하는 꿈 꿨어요..ㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
241,ᄌᄋᄌ,"12:13 박명수,, 귀엽다,,",2021. 1. 27.,긍정
242,만게츠,광희 멋있다,2021. 1. 27.,긍정
243,JH H,진짜 반전은 저렇게 많은 거 다하고 최우수상받음,2021. 1. 27.,긍정
244,ᄇᄀᄌ,사실 상 이게 의좋은 형제 노홍철 생각 나게 하는 에피 인듯 ㅋㅋㅋㅋ 정준하만 보면 달려드는 동생들 ㅋㅋㅋㅋ,2021. 1. 27.,악플
245,수박은수박씨,7인체제가 너무 그립지만 이때도 그리워ㅜㅜ,2021. 1. 27.,긍정
246,몰라molla,"14:20 광희 노력 덕분에 엑소 막내 뚝이도 보고 ㅠ_ㅠ 고마워 광희쓰,,,",2021. 1. 27.,긍정
247,큐튜츄,솔직히 하하가 이 판 다 키워놓은건데 그땐 왜 그렇게 욕을 먹은건지...,2021. 1. 27.,악플
248,해쨔리,이분들 가둬놓고 무도만 편집하게 하고싶다🍓🎁🌹,2021. 1. 27.,악플
249,안용복,명수형 재석형이 진짜사나이로 딜거니까 포기했는데 1년후 예스 아이 캔!으로 분량 확실히 챙길 줄 몰랐겠지?역시 무도는 달라,2021. 1. 27.,악플
250,Doto Jambo,1:05 정준하 아쿠아리움 들어갔다와서 그런지 뽀송뽀송하네 ㅋㅋㅋㅋㅋㅋ딱 목욕갔다 온 느낌ㅋㅋ,2021. 1. 27.,악플
251,박순호,2016년 이후 무도는 유튜브에 풀버전 쪼갠거 조차 없어서뭐 빠진 장면이 있나 확인할 수 없음.이 행운의 편지도 그 중 하나.,2021. 1. 27.,악플
252,고민수,저거 편지 넣는거 제한시간있었으면 끝나기 10분전에 명수형 올라가기 시작하면 되는거아니누 𐌅 ࠅ ヲ‎𐨛 ⫬,2021. 1. 27.,악플
253,LA백승범,'와 무한도전 최근 편이네'라고 느끼고있는데 알고보니 5년전꺼라는거에 소름...,2021. 1. 27.,부정
254,yoon new,아니 이렇게 재밌는데 왜 종영한거야 ㅠㅠ 5명도 존잼이잔아,2021. 1. 27.,긍정
255,부부부,이 특집은 그냥 정준하 쇼미더머니 보내기 위해 만들어진 특집ㅋㅋ,2021. 1. 27.,악플
256,JS B,뽀글준하와 유부준하의 차이 실화냐....그는 아수라 백작이다,2021. 1. 27.,악플
257,박지셩,10:06 아 정준하 너무 불쌍하다 ㅋㅋㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,긍정
258,토순찌,9:55 진짜 준하 짠하다ㅠㅠㅠㅠ 착한 동네 바보형 현실 뚱이 같으니라고…,2021. 1. 27.,악플
259,이서현,15:21 왤케 짠하냐ㅋㅋㅋㅋ,2021. 1. 27.,악플
260,핸피니스,광희한테 뭐라하는 댓글들 있긴 한데 그래도 덕분에 엑소랑 콜라보 무대도 보고 좋았는데.. 난 그래도 포기 안하고 열심히 해줘서 너무 고마웠다 광희....,2021. 1. 27.,긍정
261,미즑이냥,"의상한 형제에 이어쓰레기봉투 시즌2가 나오다니...정말 대단한 특집이었다.의상한특집은 노홍철이,행운의편지는 명수옹이 해냈다.",2021. 1. 27.,악플
262,댓글로 말해줄게,정준하ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ북극곰 쇼미 머슴 3연타,2021. 1. 27.,긍정
263,민진홍,12:23 되게 요염하시게 누워계시네 ㅋㅋㅋㅋ,2021. 1. 27.,악플
264,REAL__COTTON,14:33 광희 👏👏👏👏👏👏,2021. 1. 27.,긍정
265,짱어,이편을 9~11월에 했으면 정준하가 대상을 받았을까ㅋㅋㅋㅋ,2021. 1. 27.,부정
266,연금술사,"광희야, 수고했다. 독이 든 성배인 무도를 받아들이고도 살아남았으니 너는 불사조(피닉스, phoenix)가 될 거야. ❤💙💚💛💜",2021. 1. 27.,악플
267,이지수,정준하는 또 동생한테 얻어 먹는구나ㅋㅋㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
268,감성적고래,정준하 대상특집도풀어주세요,2021. 1. 27.,긍정
269,그건바로한국,10:53 하하만 눈치챈게 아니라 재석이형도 눈치챘음ㅋ,2021. 1. 27.,악플
270,플라잉펭귄,주고받는 특집은 정준하를 위한 특집,2021. 1. 27.,악플
271,근영,오늘도 이거 보면서 밥 먹어야징,2021. 1. 27.,악플
272,이성준,하하는 어쩔수 없었어. 노홍철 정형돈 다 없는데 혼자서 그런역할해줘야하는데,2021. 1. 27.,악플
273,O H,14:08 여기 되게 스펀지밥처럼 말하네ㅋㅋㅋ,2021. 1. 27.,악플
274,리라임레이티,사실상 2020 부캐시대의 서막을 연 특집,2021. 1. 27.,악플
275,지금이지금,정준하 우편하하2통 재석1통 명수1통 총4프로젝트 ㅋㅋ,2021. 1. 27.,악플
276,DanDDan,13:09 광희씨가 올라가는 징면 브금 뭔지 아시는분..?웅슴이 가장해져버려..,2021. 1. 27.,악플
277,SI NAMO,잔머리 재왕 하하 ㅋㅋㅋㅋ,2021. 1. 27.,악플
278,o o,역대최강의 탱커 ㄷㄷ,2021. 1. 27.,악플
279,kim juan,저 체육관 사람들은 도대체 무슨 충성심으로 저렇게 적극적으로 하는지 아직도 모르겠음...단지 자신들의 강함과 디펜스 능력을 보여주고자 하는 느낌 뿐,2021. 1. 27.,악플
280,강선민,옛날추격전이었으면 명수형 유재석이 바람잡기하러 간 사이에 버리고 유재석 우체통으로 달려갔을텐데,2021. 1. 27.,악플
281,꽃기사,15:20 역시 명불허전 얻어먹기의 장인,2021. 1. 27.,악플
282,Ale D,준하형 울거 같아 .....,2021. 1. 27.,부정
283,트리플오,광희와 정준하가 무도 내 포지션이 어떤지 나오는 아주 전형적인 회차. 시청자도 무관심이지만 무도 내에서도 멤버들에게 노관심인 광희와 놀리기 좋은 편한 형 정준하..,2021. 1. 27.,악플
284,yoon min Cho,확실히 2013~4년이후 방송은 여초의 느낌이 나긴나네요,2021. 1. 27.,악플
285,달뮤님,자연인특집이 이거땜에 나온거구나ㅋㅋㅋㅋ,2021. 1. 27.,악플
286,파우스트,유재석: 암벽등반 상급자코스 중간에 매달아 놓음박명수: 롯데월드타워 100층이상 공사현장에 놓음정준하: 이종격투기 체육관에 놓고 관장한테 수문장 부탁하하: 아쿠아리움 수족관안에 놓음광희: 우체국 우체통옆에 놓음???: 여러분 광희 정말 기발하지 않나요? 재밌는데 편집 당해서 아쉬워요ㅠㅠ............? 편집당할만 했는데?,2021. 1. 27.,악플
287,bbanz0,3:10 아잌 갈수있는데 왜 안가는거야~~~ 사장님 답답하셨나보다 ㅋㅋ큐ㅠ,2021. 1. 27.,긍정
288,지주때로,"이때 팡희 노잼이라고 욕 엄청 먹었던 특집이었지....엑소랑 유재석이 콜라보 한다는게 노잼이기도 했고, 그렇다고 다른 멤버들처럼  샌드백 역할 만렙인 정준하라도 괴롭히거나 다른 멤버들한테 계속 간보고 심리전 유도하면서 쫄깃하게 끌고가지도 못했음. 그냥 방송 끝날때까지 유재석이랑 엑소만 내내 외치다가 결국 아무도 관심 없던 유재석 편지함에 넣고 방송 분량 삭제. 물론 타 멤버들이 광희한테 편지를 안넣어줘서 그런것도 있지만, 그래도 팡희 스스로 다른 멤버들에게 적극적으로 공격하는 모습을 보여줬어야했음.팡희가 무한도전 영입 초입이라 소극적이기도 했지만 개인적으로 팡희가 입담이랑 뻔뻔함 살려서 멤버들이랑 계속 부딛히길 원했던 입장에서 참 실망 많이 했던 특집이었음.",2021. 1. 27.,악플
289,???,진짜사나이 협박 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,긍정
290,5반21번장하민,진짜사나이 ㅋㅋㅋㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
291,rlaa1sw0,2016년 무도는 정준하꺼였지ㅋㅋㅋㅋㅋ,2021. 1. 27.,악플
292,ᄋᄋ,체육관 관장님 조선시대 장군상인듯 ㅋㅋ,2021. 1. 27.,악플
293,포멍멍,다른 맴버들 엄청 놀려먹으면서 상의 탈의는 진짜 하기 싫었나보네 ㅋㅋ,2021. 1. 27.,악플
294,강선민,준하한테 쓸때 재석이랑 같이 썼으면 복수성공 일타쌍피였는데 아깝네 ㅋㅋㅋ,2021. 1. 27.,악플
295,상황정서,다시 생각해보면 광희가 못 넣었으면 일부러 엑소랑 공연 하고싶어서 안 넣었다 이런 논란 있었을 수 있겠네 ㄷㄷ,2021. 1. 27.,악플
296,김민수,광희수고했다ㅎㅎ노잼이니뭐니말많았지만 덕분에 엑소 유재석무대도 보고.전진이랑 비교많이되서 속상했을건데 백만돌이체력도아님에도 최선을다했던모습이 기억에남네.무도멤버중 솔직히 포주나만 욕했지 나머지는 최선을다했기에.고생했어,2021. 1. 27.,악플
297,김화이팅,저때 하하 욕먹었던거 기억나네 근데 저렇게 해야 재미있지 ㅋ,2021. 1. 27.,악플
298,후잉,광희는 하루종일 저기서 벽타기 놀이 했네,2021. 1. 27.,부정
299,이태호,노홍철이 있었다면 누구하난 죽어났을듯,2021. 1. 27.,악플
300,아라브,유재석은 반칙이지 ㅋㅋㅋ 자기가 올라가서 우체통건게 아니잖아 샘이 장비로 다도와주고 나머지애들을 등반하라그러고 ㅋㅋㅋㄱ,2021. 1. 27.,악플
301,나 바나,박몋수 진짜사나이 갔어야햇느데,2021. 1. 27.,악플
302,lemoned0110,광희 암벽등반 성공했을때 나오는 음악이 뭔가요??,2021. 1. 27.,긍정
303,겨울아이,흠...정준하님 불쌍해ㅠㅠ  그냥 높은곳에 두시징...,2021. 1. 27.,악플
304,̇,ㅈㄴ재밋네 ㅋㅋㅋ,2021. 1. 27.,악플
305,뽕지아빠,지금보니 유재석도 암벽등반하다 못해서 줄로 올려줘서 설치해놓고 박명수는 그냥 등반시키네 옛날엔 몰랐는데 역시 피디가 유재석 빠라서 그런가,2021. 1. 27.,악플
306,리얼,15:01 exo 여기 편집한 춤추는거 제목뭔가요?,2021. 1. 27.,긍정
307,박대기,무한도전 시즌2 하자,2021. 1. 27.,긍정
308,라구,와 ㅋㅋㅋ,2021. 1. 27.,악플
309,nrs3124,"너무 광희빼고 플레이하는 느낌,, 광희 열심히 잘했는데ㅜ",2021. 1. 27.,긍정
310,구정이,"♡♡그 순간, 당신은 라스베가스에 있다.",2021. 1. 27.,긍정
311,일리야 ILYA,01:18 좋아한다좋아한다좋아한다,2021. 1. 27.,부정
312,공장크아,15:42,2021. 1. 27.,부정
313,Andy Shim,15:42,2021. 1. 27.,부정
314,돌몽,15:43,2021. 1. 27.,부정
315,아영,20:00,2021. 1. 27.,부정
316,김범수,1:00 정준하 키 엄청 크네,2021. 1. 27.,악플
317,JB K,🙂🙂,2021. 1. 27.,부정
318,요요,유재석 그렇게 프로그램 재미 생각하는 사람이 노잼만드네;,2021. 1. 27.,긍정
319,Smith Adam,헐 엠제이킴이네,2021. 1. 27.,악플
320,나를바라본다,영상마다 뚱티당 땅땅 좀 빼요 소리 겁나크네,2021. 1. 27.,악플
321,정민구,자막 진짜 재미없어졌다. 이때부터 편집팀 바뀐거임?,2021. 1. 27.,악플
322,아,광희는 진짜 재미없다 ㅋㅋㅋ 차라리 길처럼 재미없는 걸로 재미 줬으면,2021. 1. 27.,긍정
323,바라기주,광희는 진짜 뭐한거야,2021. 1. 27.,긍정
324,계말년,아니 광희 푸시를 해주려면 광희 우체통도 좀 찾으러 가줘야지 멤버들 광희 일부러 따돌리는거 존나 티나,2021. 1. 27.,악플
325,얍얒,광희도 정준하 몰아줘서 의상한 형제 시즌2 만들었어야했는데.... 역대급 망작 댄싱킹이 탄생... 아무의미도 없었음..,2021. 1. 27.,악플
326,살찐드록바,광희를 뽑은게 의미없다는걸 알려준화아무도 광희 우체통은 안찾음,2021. 1. 27.,악플
327,UAP,엑소 특집 ㅈ 노잼이였는데 ㅋㅋ광희가 예능감 ㅈㄴ 없었지 엑소쓴거부터가 노잼이였고 막판에 박명수랑 같이 정준하 두개넣었으면 깔끔했는데 뭔가 밍숭맹숭하게 끝남,2021. 1. 27.,악플
