sentence,label
부모님께 격려의 말을 듣고 싶지만 시험을 망치면 손바닥을 맞아. 성적이 오르지 않아 슬퍼.,1
아무리 노력을 해도 수학 성적이 오르지 않아. 기대만큼 오르지 않아 슬퍼.,1
엄마의 강요로 하루에 세 시간만 자고 공부하는 게 힘들어. 공부 때문에 요즘 너무 슬퍼.,1
우리 엄마는 새벽까지 잠을 안 자고 공부하는 모습을 지켜봐. 날 못 믿는 거 같아 슬퍼.,1
아빠의 공부 강요 때문에 자살시도까지 했는데 사과도 안하셨어. 날 공부하는 기계로 봐서 슬퍼.,1
우리 가족은 아침에 내가 일어나든 말든 관심이 없어. 나한테 신경 쓰지 않아서 슬퍼.,1
꿈이 없는데 무엇을 위해 공부를 하는지 모르겠어. 하고 싶은 게 없어서 슬퍼.,1
엄마가 내가 따돌림 당하는걸 알아서 많이 우셔.,1
친구들이 자꾸 나를 피하는 것 같아.,1
친구들이 학교에서 쉬는 시간마다 자꾸 날 괴롭혀.,1
내가 이렇게 지금 힘든지 걔네들은 모르겠지?,1
급식실에서 나와 같이 밥을 먹었던 친구가 같이 따돌림을 받게 되었어.,1
날 도와주는 친구가 한명도 없어. 모두 나를 모른 척해.,1
진짜 나쁜 건 친구들인데 왜 나한테 참으라고 하는 거지?,1
힘들어서 엄마에게 말하고 싶은데 걱정하시겠지?,1
내 주변에 내편은 아무도 없는 것 같아.,1
내가 믿었던 친구까지도 중요한 순간에 나를 버리고 가버렸어. 배신감이 들고 속상해.,1
언제나 내 편일 것 같았던 친구가 등을 돌렸어. 지금 너무 슬퍼.,1
오늘 처음 학교 갔는데 아무와도 말을 섞지 못해서 실망이야. 기대했는데.,1
친한 친구가 넘어진 내 손을 잡아주지 않았어. 배신당한 것 같아 속상해.,1
정말 믿었던 친구가 나를 때렸어. 정말 그런 애인 줄 몰랐는데 말이야. 당황스러워.,1
아무도 내 이야기를 귀 기울여 들어주지 않아. 답답하고 속상해.,1
친하게 지낼 수 있을 거 같던 친구가 오늘 다른 애들이랑 나를 따돌려서 너무 속상해.,1
결국 학교폭력 때문에 자퇴하고 말았어. 이겨낼 수 있을 줄 알았는데 너무 슬퍼.,1
친구들을 생일파티에 초대했는데 아무도 오지 않았어. 서러워 정말.,1
옆자리에 앉은 친구에게 말을 걸어보았는데 답이 없었어. 민망하고 당황스럽더라고.,1
나랑 친했던 친구가 갑자기 내 인사를 보고도 그냥 가버렸어. 너무 당황스러웠어.,1
나랑 항상 함께하자던 친구들이 나를 배신해서 따돌렸어. 배신감에 펑펑 울었어.,1
날 괴롭히던 애는 결국 하나도 바뀌지 않았어. 학폭위가 왜 열렸는가 싶어.,1
날 괴롭히던 애가 학폭위에서 경고만 받았어. 징계를 받을 줄 알았는데.,1
선생님은 자기만 믿으라고 해놓고 아무런 조치도 해주지 않아. 실망이야.,1
다른 친구들에게 학교폭력 당한 걸 이야기했는데 걔들한테 얘기해서 괴롭힘이 심해졌어. 친구들한테 실망했어.,1
가족들에게 따돌림 당한 걸 얘기했는데 오히려 나를 꾸짖었어. 가족들에게 실망했어.,1
학교폭력을 신고했는데 학교는 사실을 덮기에만 급급했어. 속상해.,1
친구가 그동안 미안했다고 친하게 지내자고 했는데 모두 거짓말이었어. 너무 속상해.,1
내 가장 친한 친구가 학교 폭력 가해자였어. 너무 실망스러워.,1
새 친구와 가까워졌다고 생각했는데 알고 보니 학교폭력 가해자였어. 친구한테 실망했어.,1
방학 동안 열심히 만든 미술 수행평가 작품을 동생이 망가뜨리는 일이 있었어.,1
오늘 내가 몸살이 나서 학교에서 내가 대표로 상을 받는 날인데 학교에 가지 못했어.,1
한 달 동안 영어 말하기 대회를 위해 연습하고 있었는데 이틀 전에 감기에 걸려서 목소리가 잘 나오지 않아.,1
미술학원에 다니면서 미술을 배우고 싶다고 엄마에게 말했는데 엄마는 안 된대.,1
나는 대학교에 가고 싶은데 엄마가 나보고 대학에 가지 말고 돈을 벌라고 말씀하셨어.,1
나는 사진 찍는 것을 좋아해서 사진작가가 되고 싶은데 아빠는 사진작가를 직업으로 인정해주지 않으셔.,1
내가 문제를 틀린 상황에서 친구가 나를 비웃었어. 나는 화가 났지만 참기만 했어.,1
내가 공부를 열심히 해서 우리 반에서 삼 등을 했는데 엄마는 일등을 하라며 만족하지 않으셔.,1
내 성적으로 더 좋은 대학을 갈 수 있었는데 우리 집 사정 때문에 장학금을 주는 원하지 않는 대학에 지원했어.,1
교무실에서 담임선생님이 우리 반에서 내가 가장 성적 낮은 학생이라고 크게 말한 것을 들었어.,1
시험 때문에 밤을 새서 공부를 했는데 깜박하고 잠이 들어서 시험을 못 보러 갔어.,1
같이 새벽까지 공부한 친구가 아침에 날 깨워주지 않고 자기 혼자만 학교에 갔어.,1
이렇게 추운 날 아빠가 그렇게 먼 거리를 걸어서 오셨대. 너무 속상해.,1
엄마가 분명 허리가 아파서 쉬고 싶다고 했는데 시장에서 음식을 팔고 있더라. 억장이 무너져 내렸어.,1
엄마가 술만 먹고 오는 아빠를 밤늦게까지 기다리는 게 너무 싫어. 아빠가 밉고 속상해.,1
오늘 동생이 과자를 사달라고 했는데 내가 돈이 없어서 못 사줬어. 너무 미안해.,1
요새 아빠가 너무 힘들어하셔. 그래서 자꾸 눈물이 나.,1
이제 우린 집이 없어. 아빠 사업이 망했거든. 정말 죽고 싶어.,1
너무 우울해. 엄마가 우리들 때문에 이혼을 참고 있대.,1
아빠는 교통사고로 돌아가시고 엄마는 울다 지쳐 쓰러지셨어. 나는 이제 어떡하지?,1
아빠가 우리 집은 가난해서 나 대학교를 못 보내준대. 정말 원통하다.,1
따돌림 당하는 친구가 오늘 함께 있어달라고 했어. 하지만 난 그러지 못했어.,1
얼마 전 친구가 괴롭힘을 당하고 있었는데 도와주지 못했어.,1
내가 아이들에게 말실수를 하고 말았어. 아이들이 나를 미워하는 것 같아 후회돼.,1
친구들과 사이가 멀어지고 말았어. 오해를 풀지 못했거든.,1
순간 너무 화가 나서 주먹을 쓰고 말았어. 감정이 제어가 안 된 게 후회돼.,1
반에서 친구가 괴롭힘을 당하고 있었는데 나는 그걸 목격하고도 아무것도 할 수 없었어.,1
친구가 나와 함께 놀고 싶어 했는데 다른 친구의 제안으로 그 친구를 따돌리고 말았어.,1
어제 하교하다가 골목에서 왕따당하는 친구를 봤어.,1
친구가 왕따당하는 걸 알았지만 나도 피해가 올까 봐 함께 왕따를 시키고 말았어.,1
아이들로부터 괴롭힘을 당했어. 바로 도망쳐야 했지만 너무 무서워 몸이 얼어붙고 말았어.,1
엄마가 걱정할까 봐 학교에서 잘 지낸다고 했어. 거짓말하지 말았어야 했는데.,1
친구의 비밀을 지켜주지 못해 친구와 멀어지고 말았어. 그런데 요즘 그 친구가 그리워.,1
친구들한테 따돌림 당하는 게 속상해서 나도 모르게 형한테 툴툴거린 게 후회돼.,1
엄마 돌아가시기 전에 사진 찍을 걸 같이 찍은 게 없네.,1
그날 내가 아빠한테 바닷가 가자고 조르지만 않았어도 같이 있었을 거야.,1
할머니가 차려준 아침을 먹고 가라고 한 걸 안 먹고 나왔더니 배가 고프네.,1
할아버지 댁에 안 가고 혼자 남았는데 형이 용돈을 많이 받아온 걸 보니 후회되네.,1
할머니가 돌아가시기 전날 나한테 전화하셨는데 받지 않았던 게 너무 후회돼.,1
엄마가 이렇게 엉망인 사람인 줄 알았다면 아빠랑 같이 살걸 그랬어.,1
부모님이 싸우고 이혼하려 할 때 내가 아무 것도 안했던 것이 후회 돼.,1
엄마한테 다신 안 본다고 소리치고 나왔다.,1
학교에서 계속 나를 견제하는 애들 때문에 도저히 공부에 집중할 수가 없어.,1
친구가 따돌림을 당하는 걸 그냥 방관하고 있으니 괴로워 죽겠다.,1
학교에서 애들이 어제 저지른 짓 때문에 슬픔이 몰려 오는 것 같아.,1
애들에게 계속 당하기만 하니까 미치겠다.,1
친구들이 요즘 나하고 멀리하니 상당히 공허하네.,1
내 친구가 어떤 애한테 맞아서 기분이 상당히 암울하네.,1
다른 애들이 싸우는 거에 연루돼서 잘못 없는 나까지 혼났네.,1
요즘 친구들과 사이가 안 좋아서 집에서 폭식하네.,1
선생님이 친구가 내게 폭력을 저지르는 걸 장난으로 생각하시네.,1
이제 도움을 청할 친구 자체가 없다.,1
내가 왕따를 당하는데 내 상황을 들어주는 애가 없네.,1
친구들과 싸움이 없는 날이 하루도 없네.,1
나는 앞으로 내가 뭘 해낼 수 있을지 모르겠어서 매우 우울해.,1
내 주변의 친구들을 목표를 이루는 데 나는 계속 실패해서 기분이 안 좋아.,1
나는 밤을 새우면서 열심히 공부를 했는데 성적이 잘 나오지 않아서 많이 속상해.,1
내가 오늘 온종일 수학 문제를 못 풀었는데 친구는 한 번에 풀어서 기분이 좋지 않아.,1
다른 친구들은 학교 끝나면 학원을 가는데 나는 아르바이트를 해야 해서 우울해.,1
학교폭력 때문에 전학 왔는데 트라우마 때문에 아무것도 할 수 없어 우울해.,1
학교에서 아무도 나에게 관심이 없어서 우울해.,1
나는 더 이상 친구를 사귈 수 없을 것 같아서 슬퍼.,1
학교폭력을 당해도 따돌림을 당해도 이제 아무 생각이 들지 않아서 우울해.,1
학교에서 아이들이 나를 때리는데 난 엎드린 채로 아무것도 할 수 없어서 슬펐어.,1
내 친구가 날 대신하여 나섰다가 폭행을 당했다는 소식을 들었는데 심장이 멎는 줄 알았어!,1
내가 많이 의지한 친구가 처벌을 받아서 전학을 갔어. 순간 하늘이 노랗게 보이더라.,1
오늘 친구가 나에 대한 거짓말을 해서 선생님에게 불려갔어.,1
내 친구가 다른 친구한테 맞았대. 그 이야기를 듣고 그 자리에 주저앉아 버렸었어.,1
학교에서 아이들이 날 피하는데 내가 한 말 때문인 거 같아.,1
오늘 학폭위를 통해 정학 조치가 내려졌어. 충격을 받았어.,1
친구들이 나만 두고 놀이동산에 다녀왔대. 그 얘기를 듣는 순간 할 말을 잊었어.,1
항상 내 편이 되어주던 친구가 변심을 했어. 근데 난 아무런 반응을 할 수 없었어.,1
내가 따돌림을 당한다는 걸 부모님이 알게 됐어. 부모님 얼굴을 어떻게 봐야 할지 눈앞이 깜깜해.,1
오늘 반 애들이 나를 때렸어. 그런데 난 아무런 저항을 할 수 없었어.,1
작년에 나를 따돌렸던 애와 다시 마주쳤는데 온 몸이 굳는 느낌이었어. 그 때가 다시 생각나.,1
아빠랑 나에게 공부 말고 잘하는 게 뭐라도 있냐고 물으시는데 할 말이 없어서 우울했어.,1
학교폭력 문제를 해결하기 위한 학폭위도 가해자들과 맞서 싸우고 싶은 마음도 없을 정도로 마비된 기분이야.,1
나를 괴롭히던 사람들만 보면 무서워서 몸이 마비된 것처럼 느껴져.,1
요즘 우리 반 분위기가 너무 험악해서 애들 사이에서도 말을 잘 안 해.,1
난 날 괴롭히는 애들이 강도가 점점 심해져도 신고할 생각조차 못했어.,1
오랜 괴롭힘에 이제는 신고해도 소용없을 거란 생각이 들 정도로 힘들어.,1
걔네가 시키는 대로 하는 것도 지쳐. 따돌림이 두려워 시키는 대로 했는데 이젠 너무 힘들어.,1
사람들이 날 괴롭히고 있을 때면 반항이나 도망은 생각도 나지 않을 정도로 마비된 감정이야.,1
따돌림으로 매일 울다보니 이제는 감정들이 마비된 느낌이야.,1
세상 살아 가는 게 재미가 없어.,1
오랜만에 외식을 하지만 또 싸울 거야. 짜증나.,1
내가 죽는다고 해도 우리 가족은 놀라지 않을 거야. 슬퍼,1
공부에 흥미가 없는데 부모님은 과외를 하라고 하셔. 돈 낭비인 것 같아.,1
학교고 뭐고 다 재미없어. 그냥 학교 집을 왔다 갔다 하는 게 다야.,1
나는 가족과 함께 있어도 행복하지 않아서 슬퍼.,1
집에 있으면 늘 우울해.,1
다른 친구들은 집에 가고 싶어 하는데 나는 집에 가기 싫어.,1
가족과 함께 있어도 위로나 쉼을 얻지 못해서 슬퍼.,1
요즘 집에서 웃을 일이 없어서 슬퍼.,1
어차피 나도 죽을 텐데 다 부질없다는 생각이 들어서 요즘 힘들어.,1
가족과 함께 시간을 보내는 데에는 관심도 재미도 없어.,1
친구들이 나를 돼지라고 놀려 너무 슬퍼.,1
나는 소아마비 환자인데 친구들은 나를  쩔뚝이라고 놀려. 너무 슬퍼.,1
친구들에게 이유도 없이 맞았어. 너무 화가 나서 죽고 싶어.,1
키가 작다는 이유만으로 친구들에게 따돌림을 받고 성격도 안좋아진것 같아.,1
난 부모님 닮아서 아무리 공부해도 성적이 안 올라.,1
친구들도 노력을 안 하는데 나는 미래를 위해 노력하려니 힘들어.,1
우리 가족은 나한테 너무 무관심해서 기분이 안 좋아.,1
꿈은 이루어진다는 말을 들이면 스트레스를 받아.,1
난 남들 다 받는 과외를 못 받아서 공부를 못하는 것 같아.,1
내 친한 친구의 성적이 떨어졌는데 너무 슬퍼해서 나는 어떻게 해야 할지를 모르겠어.,1
친한 친구가 어제 울면서 전화가 왔어. 그래서 나도 너무나도 슬퍼.,1
부모님께서 내 성적 때문에 싸우셨어. 눈물이 나.,1
새로운 학년이 시작해서 친구를 사귀려고 하는데 잘 안돼서 너무 슬퍼.,1
나는 학교에서 항상 왕따를 당해. 너무 슬퍼.,1
나 때문에 부모님이 많이 이사를 다니셨어. 죄송스러워서 너무 슬퍼.,1
난 혼자가 편한데 아빠는 내가 친구가 없다고 문제가 있는 게 아니냐고 하셨어. 그게 아닌데 난 슬퍼,1
나는 고민 돼. 내가 좋아하는 아이가 있는데 만약에 그걸 누구라도 안다면 나는 왕따를 당하게 될게 분명해.,1
어제 한 친구가 나를 발로 찼어. 그런데 일부러 찬 걸 아는데도 그 친구는 사과를 하지 않았어.,1
나는 학교 폭력을 당했어. 그런데 그것보다 더 억울한 건 당한 내가 전학을 갔다는 거야.,1
어제 옆 반에서 어떤 친구가 폭력을 당하고 있었는데 난 아무 말도 못해서 슬퍼.,1
내 친한 친구는 항상 반에서 따돌림을 받아. 그런데도 항상 웃는 내 친구가 너무 안쓰러워.,1
친구들이 나를 피부색이 까맣고 이상하게 생겼다고 놀려서 눈물이 나.,1
내가 다문화 가정이라 한국말이 서툰데 한국말이 서툴다고 무시할 때면 너무 눈물이 나.,1
점심시간에 나는 항상 밥을 혼자 먹어서 쓸쓸하고 외로워.,1
혼자 교실에 남아서 터져 나오는 눈물을 참기 위해 노력했어.,1
엄마가 친구들하고 잘 지내냐고 물어보시는데 갑자기 눈물이 나왔어.,1
내가 다가가면 친구들은 하나 둘씩 일어나서 가버려서 너무 슬퍼,1
나에게 있는 유일한 친구마저 나를 모른 척 돌아서서 너무 슬퍼.,1
언제부터인지 친구들이 뒤에서 나를 욕하고 있어서 내가 너무 힘들고 눈물이 나.,1
내가 학교에서 따돌림 당하고 있다는 사실을 아빠가 알고 계셔. 어떡하지?,1
날 심부름시키고 괴롭히는 애들한테 이제 싫다고 말하기도 지쳤어.,1
매일매일 무서운 애들과 같은 공간에서 있다니 너무 무서워.,1
우리 반의 학교폭력에 대해 누군가에게 말하고 싶어. 내 마음이 너무 답답해.,1
어제는 내 친구까지 학교에서 집단폭행을 당했어. 정말 착잡하다.,1
나는 이제 친구들과의 관계가 돌이킬 수 없게 됐어. 너무 당황스럽고 속상하다.,1
날 때리는 애들 사이에서 학교생활을 정상적으로 이어나가기가 너무 힘들어.,1
오늘 너무 억울해. 학교에서 도둑 취급을 당했어.,1
반 친구들 아무도 내 말을 안 믿어줘. 정말 외롭고 힘들어.,1
매일 날 괴롭히는 애가 있어서 내일 또 학교에 가야 할 생각하니 너무 두려워.,1
내가 어쩌다 학교폭력에 휘말렸는데 이게 해결될 기미가 안 보여.,1
학교에서 날 물리적으로 괴롭히는 건 아니라 어떻게 해결해야 할지 모르겠어. 진짜 슬프다.,1
일상이 지옥이야. 등하교할 때마다 마주치는 애들이 돈을 뺏고 주지 않으면 날 때려.,1
열심히 공부 한다고 했는데 성적이 또 떨어져서 집에 들어가기가 무서워.,1
요즘 들어 엄마랑 자주 다퉈서 기운이 없어.,1
내가 좋아하는 일은 따로 있는데 엄마는 나를 이해하기 보다는 이상하다고해.,1
아빠는 내가 공무원이 되길 원하고 내 꿈은 알려고 하지도 않아.,1
핸드폰으로 책도 읽고 정보도 찾는데 엄마는 내가 종일 핸드폰으로 게임만 한다고 생각해.,1
난 엄마 자식인데 엄마는 왜 자식 말을 안 들으려 하는지 모르겠어.,1
시험을 완전히 망쳤어. 아빠가 실망하실 거야.,1
우리 가족은 내가 좋아하는 일에는 관심이 없어서 힘이 나질 않아.,1
엄마는 나보고 요즘 왜 이렇게 축 쳐져 있냐고 물어봐.,1
엄마가 모르는 남자 차에서 웃으면서 내리는 걸 봤는데 마음이 아파.,1
오늘 학교에서 사고 친 게 엄마한테 알려졌는데 집에 가니까 엄마가 내가 밉대.,1
선물로 누나에게 머리띠를 선물했는데 쓰레기통에서 봤어. 내가 버려진 것 같은 기분이야.,1
부모님은 친구분들에게 내가 아들이란 말도 안 했나 봐. 너무 서러워.,1
아빠는 항상 술만 취했다 하면 엄마를 너무 심하게 폭행해. 엄마를 볼 때면 마음이 안타까워.,1
엄마는 다른 데서 기분이 상해도 나한테 항상 화풀이하니까 억울해.,1
엄마 생신이어서 아침을 차려드렸는데 엄마가 음식을 버리고 있는 걸 봤어.,1
항상 자기만 옳다고 싸우는 엄마 아빠를 보면 진절머리나.,1
아빠가 틀렸다는 걸 인정을 안 하고 고집만 부리는 모습에 화가 치밀어 올라.,1
형이 엄마를 하인 부리듯이 대해도 엄마는 늘 다 맞춰줘. 엄마가 너무 불쌍해.,1
친구들이랑 사이가 틀어져서 진심으로 사과를 하고 오해를 풀려고 했는데 그렇게 안 되어서 너무 슬퍼.,1
친구들이 계속 괴롭혀서 못 견디고 결국 자퇴했어.,1
학교에서 따돌림을 당하는데 그래서 모든 게 지긋지긋해.,1
나를 괴롭히던 가해자들이 선생님 앞에서는 나를 챙기는 척해서 너무 같잖아.,1
나는 따돌림에서 벗어나려고 노력했는데 별다른 효과는 없었어. 그래서 환멸이 나.,1
애들이 우리 반에서 한 명만 따돌리는데 보기만 해도 지쳐.,1
학폭위가 열려 괴롭힌 애들 모두 훈계 받을 거라지만 기대조차 되지 않아.,1
우리 학교에는 폭력 문제가 시급한데 전혀 나아질 기미가 보이지 않아.,1
내가 따돌림을 당하는 것에 대해 말로만 위로하는 사람들이 너무 미워.,1
내 친구들은 공부를 잘 하는데 선생님이 온갖 편의를 누리게 해줘서 부담스러워.,1
가고 싶은 대학에 내 성적으론 지원할 수 없대. 너무 슬퍼.,1
가끔 부모님이 언젠가는 나를 떠날 거라는 생각을 하면 슬퍼져.,1
난 아빠와 잘 지내보고 싶은데 쉽지 않네.,1
어렸을 때에 비해 언니와 덜 친한 것 같아서 슬퍼.,1
엄마가 많이 아프셔. 엄마 없으면 난 못 살 것 같아.,1
아빠가 엄마랑 싸웠어. 빨리 화해했으면 좋겠는데.,1
엄마랑 처음으로 크게 싸웠어. 어떻게 해야 할지를 모르겠어.,1
그러려고 한 건 아닌데 흥분한 상태로 얘기하다가 엄마가 상처 받은 것 같아.,1
어제 엄마가 나 때문에 우는 걸 보니까 마음이 아프더라.,1
어제 아빠가 나한테 돌아가신 할아버지가 보고 싶다고 하시더라.,1
왜 사람은 다 죽는 걸까?,1
요즘 고민이 많아서 슬퍼. 난 내 인생의 목표가 뭔지 모르겠어.,1
나에게서 슬픈 생각이 떠나질 않아.,1
아빠가 지방으로 발령이 나서 이사를 가야 하는데 친구들과 헤어지기 싫어,1
부모님께서 우리 집안 형편이 어려워 대학 가지 말고 취직 하라고 했어. 그런 말을 들으니 슬퍼.,1
최근에 아빠랑 대화를 많이 안 해서인지 아빠가 멀게 느껴져. 예전에는 안 그랬는데 속상해.,1
나는 가수가 되고 싶은데 엄마는 반대만 해서 너무 속상해.,1
엄마가 내 생일에 아무도 놀러 오지 않냐고 물어봐서 마음이 아파.,1
중학교 이 학년 때 같은 반 친구에게 메시지를 보내도 답장이 안 와서 슬퍼.,1
아까 점심시간에 몰래 화장실에서 숨어서 밥 먹었어 너무 슬퍼.,1
같은 반 친구가 나를 너무 괴롭혀서 막 눈물이나.,1
같은 반 친구들이 내가 혼자 다니는 걸 아무도 몰라줘서 너무 외롭고 슬퍼.,1
아빠가 음주운전을 해서 실망스러워.,1
부모님은 대학이 가장 중요한가봐.,1
엄마가 나보고 네가 그럼 그렇지래.,1
엄마가 내 편지를 안 읽은 것 같아 속상해.,1
엄마한테 고민 상담하고 싶은데 공부나 하래.,1
친구들에게 학교에서 따돌림을 당할 때 마다 내 자신에게 매일 실망스러워.,1
학교에서 내가 따돌림을 당하는 것을 부모님이 혹시 알게 된다면 나에게 실망하실 것 같아 너무 무서워.,1
내가 학교에서 따돌림 당한다는 사실을 친구가 알게 되어 나와 멀어진 것에 대해 헛웃음이 나와.,1
학교에서 조별과제를 하면 친구들과 더 가까워 질것이라 생각했지만 나는 항상 찬밥신세였어.,1
학년이 올라가면 자연스럽게 친구가 생길 거라도 생각했는데 나에게 관심을 가져주지 않아 실망스러워.,1
졸업식 때 다른 친구들은 사진을 함께 찍는데 나는 사진을 찍어주는 친구가 없어 너무 슬픈 것 같아.,1
얼마 전 부모님께 내가 따돌림을 당하고 있다는 고민을 말했는데 부모님이 진지하게 들어주지 않아 실망스러웠어.,1
나는 나름대로 잘하려고 노력하고 있는데 엄마는 나를 이해하지 못하는 것 같아.,1
우리 가족은 나를 사랑하지 않는 것 같아서 집을 나가고 싶어.,1
최신형 핸드폰을 사주고 나는 나중에 바꿔 준다고 했어.,1
친한 친구가 내 성적을 소문 내고 다녀서 정말 실망스러워.,1
체육 수행 평가에서 씨밖에 못 받아서 너무 슬퍼.,1
원하는 대로 실업계 고등학교에 왔는데 내 생각과는 너무 달라서 실망했어.,1
대학교 입시를 준비하는데 내신 때문에 상위권 학교는 힘들 것 같다는 말에 실망했어.,1
학원을 다녀도 따로 과외를 받는 애들을 성적으로 이길 수 없다는 걸 알고 실망했어.,1
친척 모임에서 좋은 고등학교에 합격한 아이들만 예쁨 받는 것 같다는 생각에 실망했어.,1
학교에서 따돌림을 당하는데 내가 왜 당하는지 모르겠어. 정말 억울해.,1
학교에서 내 물건을 아무렇지도 않게 부수거나 가져가는 애들이 너무 원망스러워.,1
학교에서 괴롭힘을 당하는데 나를 도와주는 애들이 없어 너무 힘들어.,1
며칠 전에 부모님께 따돌림에 대해 말씀드렸더니 너무 슬퍼하셔서 나도 괴로워.,1
아무도 내 따돌림을 해결해줄 수 없어. 우리 가족이나 선생님도 마찬가지지.,1
급식실에서 혼자 밥을 먹는데 애들이 날 구경하더라. 너무 싫었어.,1
학교 끝나고 같이 놀 친구가 아무도 없어서 너무 외롭고 슬퍼.,1
어제가 내 생일이었는데 친구들 중 아무도 축하해주지 않았어. 너무 서럽다.,1
학교에서 애들이 날 괴롭히는데 자기들이 뭘 잘못했는지 모르는 것 같아서 너무 짜증나.,1
엄마가 위암에 걸렸대. 나 많이 슬퍼.,1
오늘 할머니가 돌아가셔서 너무 슬퍼.,1
같은 반 친구들에게 따돌림을 당하는 것 같은데 선생님께 말씀을 못 드리겠어.,1
입시가 코 앞인데 지금 내 성적으로는 좋은 결과를 내기 어려울 것 같아.,1
세상에 공부가 전부가 아닌데 선생님께서 공부 문제로 심하게 말씀하셔서 마음이 아파.,1
서울에 있는 대학 중 내 성적으로 지원할 수 있는 곳은 몇 없는 것 같아서 너무 슬퍼.,1
나는 아이돌을 하고 싶은데 주변 사람들과 부모님이 너는 절대 못 한다고 말을해.,1
작년에 엄마가 병을 앓다가 돌아가셨어. 이맘때쯤이었지.,1
내가 하고 싶은 일이 무엇인지도 모르겠고 어떻게 해야 할지도 모르겠어.,1
며칠 전에 할머니가 돌아가셔서 가슴이 찢어질 것 같아.,1
엄마가 오빠말만 듣고 나를 판단해.,1
어머니께서 위암 판정을 받으셨어.,1
가족들이 집으로 빨리 돌아오라고 했는데 늦게 가서 걱정만 시켰어.,1
나는 부모님께 아무 것도 못해주는 나쁜 딸인 것 같아.,1
부모님께 연락을 제때 못 드려서 걱정을 끼쳐드린 것 같아.,1
밖에서 친구들과 만나느라 집에서 그렇게 전화가 많이 온 줄 몰랐어.,1
나는 매번 나중에 후회하면서 또 똑같은 일을 저지르는 것 같아.,1
오늘 학교에 나를 데리러 온 아빠를 차가 창피하다고 모른 척했어.,1
엄마는 나를 걱정해서 충고를 했는데 나는 짜증만 냈어.,1
나는 가족들을 사랑하지만 가족들에게 상처를 주는 내가 미워.,1
나는 본의 아니게 습관처럼 가족들에게 거짓말을 해.,1
가족이 최우선이 되어야 한다고 생각하면서도 그렇게 못할 때가 많아.,1
부모님께 미리 잘 해드리지 못한 것이 후회되지만 너무 늦은 것 같아.,1
내가 어제 아빠에게 소리치면서 화내면 안 됐는데 후회가 되네.,1
어렸을 때 동생을 많이 괴롭혀서 지금은 많이 미안해.,1
요즘 엄마한테 자꾸 심하게 말이 나와서 마음에 걸려. 밤마다 생각나서 후회해.,1
아빠랑 이야기를 많이 못 해본 것이 너무 아쉬워.,1
내가 왜 공부를 잘하지 않았을까 지금 생각하면 부모님께 너무 죄송해.,1
엄마 말대로 열심히 공부 안한 게 너무 후회가 돼. 원하는 대학에 떨어졌거든.,1
매일 원수같이 싸우던 동생이 많이 아파서 마음이 아파.,1
엄마가 긴팔 입고 가라고 했는데 그냥 나왔다가 너무 추웠어.,1
오빠한테 까불다가 엄마한테 엄청 혼났어.,1
할머니께 사랑한다는 말도 못했는데 할머니가 어제 돌아가셨어. 너무 슬퍼.,1
우리 집이 옥탑방에다 너무 작아서 친구들 데려오기가 부끄러워.,1
잘 사는 내 친구가 부러워서 자꾸 걔랑 나를 비교하게 돼.,1
나는 너무 소심해서 부모님한테 싫은 소리를 조금만 들어도 자꾸 주눅이 들어 우울해.,1
초등학교 때부터 시달렸던 아버지의 가정폭력에서 벗어나고 싶어.,1
아빠의 막말 때문에 자존감이 낮아지는 것 같아 우울해.,1
우리 엄마 아빠는 자꾸 왜 내 외모를 가지고 뭐라 하는 건지 모르겠어서 슬퍼.,1
어릴 때부터 아빠는 술을 마시고 들어올 때마다 엄마랑 나를 때려 힘들어.,1
정말 자고 싶은데 자꾸 우울한 생각이 들어서 잠을 못 자겠어.,1
요즘 엄마가 몸 상태가 안 좋아서 집안일을 내가 하고 있어.,1
부모님이 나의 꿈을 반대하셔서 나를 사랑하지 않는 것 같아 슬퍼.,1
집에 가면 성적 이야기만 물어보시는 부모님 때문에 우울하고 슬퍼.,1
이번에 시험을 못 봤더니 엄마가 나 같은 건 학교에 가지도 말라고 해서 우울해.,1
우리 언니는 공부도 잘하는데다 예뻐서 나는 항상 비교당하니까 슬퍼.,1
요즘 성적이 많이 떨어졌더니 아빠가 나보고 공부도 못하는 팔푼이라고 했어. 정말 우울해.,1
우리 부모님은 내가 성공하지 않으면 나를 거들떠보지도 않으실 거 같아서 슬퍼.,1
나는 대학에 가고 싶지 않지만 부모님 때문에 어쩔 수 없이 대학에 진학해야 해서 우울해.,1
부모님이 오빠에게는 용돈을 많이 주면서 난 조금만 줘서 속상해.,1
내일도 학교에서 가서 괴롭힘 당할 생각을 하면 차라리 죽고 싶어.,1
내일도 나랑 같이 밥 먹어 줄 사람이 한 명도 없어서 외로워.,1
학교에는 나를 좋아하는 사람들이 하나도 없는 것 같아. 더 이상 학교에 다니고 싶지 않아.,1
나만 무인도에 있는 것 같아. 아무도 나랑 이야기해 주지 않아서 외로워.,1
믿었던 친구가 내 답안지를 베꼈어.,1
시험 시간에 커닝을 하다 걸렸어. 학교에서 엄마한테 연락했대.,1
내가 내 자신이 아닌 것 같아. 나 자신을 놓치는 기분이야.,1
오늘 학교에서 공부도 못하는 주제에 아는 척하지 말라는 소릴 들었어.,1
