,sentence,label
3538,옆집 할머니네 할아버지 장례식장에 많은 사람들이 와서 너무 부러워.,5
3539,내가 평소 갖고 싶었던 옷을 언니가 인터넷으로 주문해 줘서 많이 기뻐.,0
3540,오늘이 며칠인지도 생각이 안 나는데 아내가 갑자기 결혼기념일을 물어봐서 당황스러워.,5
3541,가족끼리 나만 모르게 모아둔 돈이 있었어.,5
3542,방금 전까지 공부하다가 누웠는데 부모님이 그 모습만 보고 공부 안 한다고 혼냈어. 너무 억울해.,4
3543,나랑 사귀었던 아이가 공부 잘하는 다른 아이를 좋아한대.,4
3544,나 만날 때리던 친구가 이번에 전학 가서 이제 나랑 마주칠 일이 없어.,0
3545,일단 니부터 접어 씹새야  일베는 내 마음의 고향이자  내 마음속 친구들임  그게 쉽게 끊어 지겠냐?,6
3546,만성기침으로 기관지가 약해져서 곧 있으면 호흡을 못 해 쓰러질 것만 같아 걱정돼.,1
3547,나를 많이 이해해주던 애인과 헤어져서 너무 우울해.,1
3548,친구가 아내가 죽은 뒤 얼마 지나지 않아 고독사로 떠나버려서 나는 정말 안타깝고 슬프네.,1
3549,친구가 주선해줘서 소개팅을 하게 됐는데 상대가 내 스타일이었어.,0
3550,내가 제안한 프로젝트가 정말로 승인되었다는 말에 당황했어.,5
3551,평소에 건강 좀 챙길 걸 그랬어.,1
3552,항상 밝기만 했던 동생이 군대에서 자살했다는 연락을 받았어.,1
3553,내가 암에 걸렸는데 그간 열심히 내조했던 남편이 나를 무시하는 게 정말 역겨워.,2
3554,오늘 회사 대리님에게 조롱을 당해서 너무 슬펐어.,1
3555,아이들끼리 싸우는 것도 그렇고 따돌리는 것도 그렇고. 학교 다니면서 이렇게 혼란스러운 건 처음이야.,5
3556,우리 개가 죽어서 슬퍼.,5
3557,머리 감을 때마다 머리카락이 한 움큼씩 빠져.,1
3558,나는 유투버가 되고 싶은데 선생님은 유투버는 꿈이 아니라고 혼내서 기분이 나빴어.,2
3559,새로운 반에서 친구들이 말을 걸어오면 나도 모르게 낯을 가리게 돼.,5
3560,오늘 회사 사람들과 회식을 했는데 나와 술잔을 부딪쳐주는 사람이 없어서 상처 받았어.,4
3561,면허도 없는 아들이 몰래 차를 운전하다가 사고를 냈어. 정말 몇 번째인지 정말 화가 나네.,1
3562,요즘 가슴이 두근거리는데 건강이 많이 안 좋아진 것 같아 슬퍼.,1
3563,역시 경상도 답게전투는 안하고 가오만 존나 잡노,6
3564,회의에서 내가 낸 아이디어가 상사의 아이디어로 둔갑이 되어서 슬퍼.,1
3565,나도 드디어 친구가 생겼어.,0
3566,언제 죽을지 몰라 불안해할 바에는 빨리 죽는 게 나을 것 같아.,3
3567,친구들 부모님은 성적에 관계없이 잘했다고 말해주신다는데 우리 부모님은 그렇지 않아서 속상해.,2
3568,아내가 내게 이혼을 하자고 말해서 슬프고 당황스러워.,4
3569,질문에 긴장해서 대답을 제대로 못해서 면접을 완전히 망쳤어.,2
3570,난 건강하다고 생각했는데 검사 결과가 좋지 않아.,1
3571,요즘 들어 그가 나를 좋아한다는 감정이 전혀 느껴지지가 않아 버림받을 것만 같아.,4
3572,주변 사람들과의 인간관계에 너무 많이 신경 쓰면서 살아온 것 같아.,1
3573,할아버지 댁에 안 가고 혼자 남았는데 형이 용돈을 많이 받아온 걸 보니 후회되네.,1
3574,친구가 죽었어 너무슬펐어.,1
3575,저시끼들 본색을,6
3576,내가 예쁘지 않아서 친구들이 나한테 말을 안 건다고 생각해. 계속 외모를 신경 쓰게 돼.,5
3577,친구들에게 인기 있는 사람이 되고 싶은데 안 되니 슬퍼.,5
3578,이런저런 죽음을 많이 보게 되니 슬퍼.,1
3579,모임에서 친구들이 하자는 대로 따르기는 하지만 사실 옳은 선택이 맞는지 의심이 돼.,3
3580,소득이 너무 적어서 제대로 된 노후 대책을 할 수가 없어 힘들어.,1
3581,아들이 이혼한 후 손자를 우리에게 맡겨놓고 안부를 묻지 않고 있어 당황스러워.,5
3582,정년퇴직하고 만성질환으로 고생하고 있어.,1
3583,아이들이 결혼하고 집사람과 둘이 살게 되면 쓸쓸할 것 같아.,3
3584,요즘 들어 부쩍 내가 늦깎이라는 생각이 드네. 나 자신이 황새 따라가는 뱁새처럼 한심하게만 여겨지니 어떡하지?,5
3585,오늘 일부러 아들에게 옆집에 사는 학생과 비교하는 말을 했지. ,2
3586,내가 오랫동안 누워있었는데 며칠 전에 아내가 나를 버리고 집을 나가버렸어. 배신감이 들어.,4
3587,멍청한 놈들,6
3588,대리 때문에 항상 당황스러워. 왜 꼭 새로 들어온 여사원들에게만 관심이 많은지.,5
3589,당뇨에 걸릴 줄 알았다면 자식들만 보살필 게 아니라 내 몸 먼저 보살필 걸 그랬어. 후회가 돼.,1
3590,저걸 시장새끼가 왜 지껄이냐고 ㅋㅋㅋㅋㅋ ,6
3591,부장이 이번 일에 대해 희생양이 될 팀원을 찾아오래.,5
3592,사는 게 점점 힘들어. 모아 놓은 재산이 없으니 걱정이야.,4
3593,우울증으로 자꾸 혼자서 있다 보니 점점 고립돼가는 느낌이 들어.,4
3594,나만 빼고 내 친구들은 다 꿈과 계획이 있어. 난 아직 꿈이 없어 슬퍼.,1
3595,요즘 아내가 내게 매일 잔소리만 하고 화만 내. 나도 조금 짜증이 나려고 하네.,2
3596,직장 사람들 모두 정시퇴근을 하는데 나만 야근을 하니까 너무 외로워.,4
3597,직장에서 따돌림을 당하는데 대체 직원들이 나를 어떻게 보는 걸까.,5
3598,어제 정말 기가 막힐 일이 있었어.,1
3599,내가 오늘 온종일 수학 문제를 못 풀었는데 친구는 한 번에 풀어서 기분이 좋지 않아.,1
3600,임신한 나한테 애인이 친자 확인을 해보자고 했어. 너무 어이없고 화가 나.,2
3601,도움이 필요할 때에만 나에게 연락하는 친구에게 환멸을 느껴서 서서히 멀어질 생각이야.,1
3602,돈이 좀 넉넉하면 좋겠는데 이럴 땐 돈이 없어서 속상하다.,4
3603,폐암으로 인해 수술해도 오래 못산다니 그냥 담배를 피우게 내버렸으면 좋겠어.,1
3604,건강을 위해서 열심히 운동하는데 친구가 예전 같지 않다고 이야기해서 생각이 많아졌어.,3
3605,평소 관심을 두고 있었던 중고 상품이 나와서 거래를 하기로 했어.,2
3606,응 경찰대 떡상 ㅅㄱ,6
3607,"뭐 선천적으로 여성스럽거나 여자역할을 하고 싶어하는 동성애자들 그럴 수 있다고는 생각 드는데, 자기들이 옳다고 생각하는 것등 PC주의로 남한태 사상 강요하는것 개극혐. PC주의자 새끼들은 존나 말한마디 단어 하나하나 사소한거에 다 불편해 하는데, 본인들이 남에게 자기 생각 강요해서 다수 불편하게 만드는건 생각도 못함. 자신들의 사회에서 소수이기에 무조건 ""선""과 ""정의""의 편에 있다고 가정하기에, 남에 대해선 존나리 엄격하게 도덕적 평가 내리면서, 자신들의 행동에는 존나 관대하지. ",6
3608,남자친구가 나를 만나면서도 여러 여자와 양다리 걸치며 사귀고 있던 사실을 알게 되었어.,5
3609, 한때 한솥밥 먹던 진중권이 저 진영에서 잠시 이탈해 좌파새끼들 개소리하는거 저격하고 있으니까 저렇게 주목 받는거지 우파라고 무슨 아가리 닫고 있는 그런 상황 절대 아님,6
3610,최근 할머니가 돌아가셔서 아빠가 많이 힘들어하셔서 속상해.,4
3611,언니는 사람들 앞에서만 날 챙겨주는 척 해.,3
3612,너가 병신이네 ㅋㅋ,6
3613,걔네가 시키는 대로 하는 것도 지쳐. 따돌림이 두려워 시키는 대로 했는데 이젠 너무 힘들어.,1
3614,부모님은 오빠만 학원 보내줘. 나는 안보내주고.,3
3615,애인에게 점점 마음이 사그라지는 것 같아. 어떻게 해야 될지 모르겠어.,3
3616,지병도 있는 친구가 이 나이에 사업을 시작한다기에 일단 말리긴 했는데 잘한 건지 모르겠어.,3
3617,왜?? 사회 규범 규율 때문에?? 보지에 피흘리기 시작하면 생리적으로 임신가능 시작을 알리는거 아님?? 제일 좋을땐데 뭐가 문제야? 씨발 개같은년들 애비 등골이나 쳐빨아먹다가 결혼해서 지가 쳐먹고 쳐입던거 씻고 빨고 1인분 할려니 힘들어서 징징대고 우울증 쳐걸리고 개지랄 염병하는 좆쓰레기 헬조센 창년들,6
3618,남자친구 집에서 데이트를 하는데 어머님이 방문하셔서 당황스러워.,5
3619,정말 짜증이 나서 견딜 수가 없네. 정말 사람들이 왜 그런지 몰라.,2
3620,아들 딸 모두 결혼을 시키고 나니 마음은 한결 가벼워졌지만 노후에 대한 현실은 불안해졌어.,4
3621,나 요즘 힘들고 외로워.,4
3622,나만 오늘도 야근이야. 어두운 사무실에서 늦게까지 혼자 일하는 게 힘들어.,5
3623,아버지는 가부장적이어서 딸인 나를 항상 통제하려 하셔. 너무 답답해.,2
3624,자녀는 언제나 바른 길 올바른 길만 간다고 생각을 했는데 간혹 하는 행동을 보면 정말 답답하고 한심한 경우가 있어. 여자 친구에 빠진 것을 보면 나도 모르게 화가 나.,5
3625,우리 마누라가 자기만 힘들다고 매일 밤 짜증내.  너무 이기적이지 않아? 머리도 아프고 마음이 너무 지쳤어.,3
3626,젊은이들을 보면 늙고 힘없는 내가 미워져.,4
3627,이야 현명하네 받을수 있는거 받아야지 씨발,6
3628,어제 숙제 한 거 다 놓고 와서 어떻게 해야 할지 모르겠어.,5
3629,딸이 자기를 사랑하지 않는다고 말해서 억울했어.,4
3630,아 정말 귀찮아 죽겠네.,2
3631,내가 이끈 프로젝트가 이번에 대성공으로 끝났어. 너무 기뻐.,0
3632,성적이 자꾸 떨어졌더니 선생님이 내 질문도 잘 안 받아 주셔서 속상해.,4
3633,내가 배탈이 났는데 남편이 그 사실을 알자마자 죽을 끓여줬거든. 너무 행복했어.,0
3634,차라리 내가 죽는 것이 나을 텐데. 애꿎은 사람들이 세상을 떠나는 것 같아서 마음이 무거워.,5
3635,여자 친구가 공무원시험을 붙고 난 후 나에게 이별통보를 해서 너무 속상해.,1
3636,요즘 너무 짜증 나는 일이 많아진 것 같아.,2
3637,SUV는 얌체인거고 애초에 블박새끼가 안전거리 미확보에다가 앞차 갑자기 브레이크등 들어왔는데 넋놓고 있다가 박은거잖아고속도로에서는 앞차 브레이크 들어오면 이게 풀브레이크인지 그냥 병신처럼 밟은건지 구분이 안 가니 긴장타고 있어야 한다그래서 안전거리 100km/h당 100m가 필요한거고 블박새끼가 뒤집어 쓰는거임 이건,6
3638,건강을 위해 조급한 마음을 버리고 느긋하게 생각해야 할 거 같아.,0
3639,갑자기 큰 프로젝트의 책임자를 맡게 되어서 조금 당혹스러워.,3
3640,우리 아들 성적표가 나왔는데 참 어이가 없네.,5
3641,아들이 술과 담배는 절대 하지 않기로 약속했으니 꼭 지킬 거야.,0
3642,내가 폐 질환이 없는 게 정말 다행이야,0
3643,저 상황에서 남 목숨 챙기는 병신새끼도있냐 ㅋㅋㅋㅋㅋㅋㅋ,6
3644,요즘은 혼자 집에서 운동할 수밖에 없으니 답답해.,4
3645,친구가 내 차를 몰래 사용했으면서 모른 척하는데 어떻게 해야 하지?,3
3646,내가 내 건강을 관리하지 않은 거에 대해서 부끄러워.,5
3647,온종일 회사에서 상사에게 시달려서 술집에 들러 술 한 잔 했더니 가족 생각이 났어.,1
3648,내 숏패딩은 캐구  칠리왁  사람들 은근 별로 없음. 다른 캐구는 존나 많은데 ,6
3649,아 이 개병신새끼씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
3650,아내랑 있는 것보다 혼자 있는 게 좋아 용돈을 주면서 내보냈어.,2
3651,운지햐라,6
3652,내가 아이를 잘 못 키운 것 같아. 너무 충격적인 일을 들었어.,4
3653,회사 자금난 때문에 네 달째 월급이 들어오지 않아 생활이 힘들어.,2
3654,사십대가 되고보니 몸 여기저기 아픈 곳이 생기는게 건강이 은근히 걱정이 돼.,3
3655,시간이 흘러도 불우했던 어린 시절의 기억이 계속 떠올라서 나를 괴롭혀.,4
3656,나는 집에만 오면 방 안에 혼자 있는 게 너무 너무 편해!,2
3657,고향에서 살려고 땅을 샀는데 주거용이 아니야. 혼란스러워.,5
3658,당연하지 지능수준있으면 애국심이생기겠냐 나같아도 탈조센함 일뽕이될수밖에없음,6
3659,치매로 자식들이 요양원에 보내놓고 잘 찾아오지 않으니 혼자 고립된 느낌이야.,4
3660,막내가 사춘기라서 신경질적이었는데 요즘 들어서 좋아진 것 같아서 다행이야.,0
3661,개찐따 답네 ㅋㅋㅋㅋㅋㅋ,6
3662,내 꿈과 엄마아빠가 원하는 게 달라서 가끔은 좀 혼란스러워.,3
3663,내가 지금 당뇨병에 걸려서 인생에 큰 위기야.,3
3664,지각인데 친구가 대리출석 해줬어. 지각처리 안 돼서 너무 다행이야.,0
3665,모여서 조별 과제를 하는데 나에게만 장소를 알려주지 않았어. 너무 슬퍼.,4
3666,아들 녀석이 내 구두를 닦아놓았더라고.,0
3667,체육 수행 평가에서 씨밖에 못 받아서 너무 슬퍼.,1
3668,언니 결혼식인데 왜 내 적금을 깨야하는지 모르겠어.,4
3669,혹시라도 중간고사 정답을 잘못 적을까 봐 하나하나 신중하게 체크했어.,3
3670,용기를 내서 나를 왕따 시키는 이유를 물어봤더니 그냥 심심해서 그렇다고 하더라. 너무 화가 나.,4
3671,대학교 입시를 준비하는데 내신 때문에 상위권 학교는 힘들 것 같다는 말에 실망했어.,1
3672,학교가는 길에 나를 괴롭히는 애를 만날까 봐 두려워서 멀리 돌아서 갔어.,3
3673,얼마 전부터 복통이 있는데 큰 병일까 봐 불안해.,3
3674,아무리 그만 하라고 소리를 쳐도 애들이 계속 괴롭혀. 눈물만 나는데 어쩌면 좋지?,1
3675,은퇴하고 아픈곳은 없지만 건강이 걱정이야.,4
3676,내가 중년이 되고 보니 집에서 가족들과 보내는 시간이 가장 편해.,0
3677,난 돌머리인가 봐. 이번 시험은 공부를 정말 열심히 했는데 성적이 더 떨어졌어.,2
3678,다 같이 공부하는 게 좋은데 그렇게 못 하게 해서 외로워.,5
3679,나를 계속 때리는 친구가 있어서 다른 학교로 옮기고 싶어. 학교 갈 때마다 불안해.,3
3680,건강 챙기는 것도 참 성가신 일이야.,2
3681,의사가 당뇨 합병증 때문에 허리 디스크 수술을 진행하기 어렵다고 해서 슬퍼.,1
3682,우리 집이 가난한 이유로 난 요즘 따돌림 받고 있어.,4
3683,회사에서 아무도 나에게 말을 걸어주지 않아서 나는 너무 슬퍼.,4
3684,내가 문제를 일으키자 회사는 기다렸다는 듯이 나와의 계약을 갑자기 해지했어.,4
3685,우리 부부가 오랜 시험관 시술 끝에 임신에 성공했어.,0
3686,나만 무인도에 있는 것 같아. 아무도 나랑 이야기해 주지 않아서 외로워.,1
3687,평생 아이를 키운다고 몸이 아파도 쉬지 못하고 일했었어. 근데 내 건강이 악화하였단 소식을 듣고서 난 평생 희생만 하고 산 것 같아.,4
3688,아빠가 술과 담배를 줄이면 좋겠다고 말했는데 내 말을 안 듣는 것 같아서 환멸 나.,1
3689,어제 열 두시가 다 되도록 딸이 연락도 없이 돌아오지 않아서 계속 밖에서 기다렸어.,3
3690,이번 수행평가에서 만점을 받았어. 너무 기뻐.,0
3691,내 병원비 때문에 자식들에게 더 많은 재산을 못 물려줘서 미안해.,5
3692,시장에서 일하는 우리엄마를 보고 친구들이 나를 무시하기 시작했어.,4
3693,가족들이 나 몰래 생일 이벤트를 준비했어. 깜짝 놀랐어.,1
3694,내가 제일 좋아하는 연예인이 친구의 사촌이래.,0
3695,친구가 돈이 많아서 자기  관리에 아낌없이 투자 하고 있어서 부러워.,4
3696, 우측은 더이상 가망없는 노답임.,6
3697,남편도 자식도 모두 세상을 떠났는데 나만 살아있다니 왜 하늘이 빨리 데려가지 않는지 화가 나.,2
3698,요즘 살이 점점 더 쪄서 고민이야. 미용도 미용 문제지만 살이 찌니 아픈 곳이 많아져 더 그래.,4
3699,김일성이 중국말 러시아말을 하는 조선족짱깨라메?? 그거 보고 충격먹음 시발 지금 우리가 중국이랑 싸우고 있다는 거자나,6
3700,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좆나하찮게생겨서 너무기엽다 ,6
3701,불륜은 남편이 저질렀는데 증거가 없어서 위자료를 받을 수 없다니 억울해.,4
3702,오늘 아빠가 놀아주기로 했는데 아직 오지 않으셔서 속이 타.,2
3703,"보빨러들은 당해도 돼.결혼하면 세금 몇푼 아끼겠다고 공동명의하는 흑우없제??결혼하면 재산을 무조건 5:5로 나누는 거 아니다.결혼기간, 기여도, 겷혼전재산 다 따져서 나누는거다.근데 대책없이 그냥 공동명의하면 무조건 5:5로 나뉘게 됨. 남자가 돈 더 많이 해가도 똑같이 5:5로 쳐나뉜다.공동명의해서 아끼는 세금은 10억이상 자산가들에게나 해당되니까. 개뿔도 없으면서 세금 아끼자고 공동명의하는 년들 있으면 이혼해라.",6
3704,학교 끝나고 언니가 스테이크 사줬어! 정말 신나.,0
3705,반대편의 직장 동료가 다리를 너무 심하게 떨어서 신경 쓰여.,3
3706,생일인데 아내가 깜짝 선물을 줘서 너무 고맙더라고.,0
3707,친목 모임에서 내가 무슨 말을 해야 할지 모르겠더라고. 혼자 맞장구쳐주는데 외롭기만 했어.,4
3708,나는 백 살이 넘었어. 이렇게 오래 살아 있을지 정말 상상도 못 해서 많이 당황스러워.,5
3709,내가 예전에 가지고 있던 좋은 기억들이 점점 사라지고 있어서 슬퍼.,1
3710,여자친구랑 여행 가려고 계획을 세웠는데 여자친구가 진짜 좋아할 거야.,0
3711,내 친구가 나한테 병이 전염되어서 입원했다네. 어쩌다 이런 일이.,5
3712,이번 건강 검진 결과가 좋게 나왔어.,0
3713,아내와 이혼한 후부터 술을 많이 마셨어. 검진을 받아보니 건강이 많이 안 좋아졌다네.,4
3714,부모님께 내가 따돌림 당한다는 걸 말했는데 정말 죽어버리고 싶었어.,2
3715,이십 킬로나 빼라니 말이 돼? 너무 충격적이야.,4
3716,부모님이 학교 선생님이니까 눈치가 보여서 학교에서 아무것도 못 하겠어.,5
3717,얼마 전에 내가 올린 동영상으로 우리 회사가 유명세를 타게 되었어!,0
3718,요즘 너무 신이나.,0
3719,요즘 내가 다른 진로에 관심이 생겨서 바꿀까 하는데 바꾸려니 불안해.,3
3720,딸이 날 싫어하는 줄은 알았는데 막상 어버이의 날이 되니 딸의 감정이 더 확 느껴지네.,4
3721,이제 운동할 때가 된 건가. ,3
3722,내가 태블릿 피시를 가지고 싶다고 말했는데 아빠가 가지고 있던 돈으로 새 차를 사셔서 상처받았어.,4
3723,휴일은 가족과 함께할 수 있어 참 좋아.,0
3724,서울에 있는 대학 중 내 성적으로 지원할 수 있는 곳은 몇 없는 것 같아서 너무 슬퍼.,1
3725,미술 시간에 만든 내 작품을 친구가 떨어트릴 뻔해서 놀랐어.,2
3726,친구들한테 먼저 인사를 하고 싶은데 용기가 안 나.,3
3727,아내가 아들한테 몰래 내 욕을 하는 걸 들어버렸어. 충격이기도 하고 마음이 아프네.,4
3728,지인이 수술비를 빌려주겠다고 했는데 수술 예정일이 다가와도 아무런 연락이 없어. 너무 초조해.,2
3729,잃어버린 줄 알았던 강아지가 우리 집에 다시 되돌아 왔어!,0
3730,초창기 야스오는 개사기아니였었나? ㅈㄴ 쌧던걸로기억하는데,6
3731,아빠와 쇼핑을 왔는데 아빠가 인파 속으로 사라지셔서 당황스러워.,5
3732,나는 왜 내 몸이 이 지경이 될 때까지 몰랐을까? 내 몸이 보내던 신호를 몰랐던 나 자신이 바보 같아.,5
3733,생활비가 부족해져서 사는 집을 처분해야 할 것 같아. 너무 힘들다.,2
3734,오늘 병원에 갔는데 폐암이래. 너무 슬퍼.,1
3735,지랄하고~자빠졌네~,6
3736,월급이 밀린 건 회사 다니면서 처음 있는 일이라 회사에 문제가 생긴 건 아닌지 걱정이 돼.,3
3737,우리 남편은 정말 좋은 남편이야. 항상 일찍 퇴근해서 아기에게 책을 읽어주고 있다니까.,0
3738,짱깨들 말하는 거임? 짱깨국이 무상의료라고?,6
3739,남자친구 친구들이랑 만났을 때는 욱하지 않으려고 조심하는 편이야.,5
3740,난 아무 잘못도 안 했는데 집에 오자마자 아빠가 나를 다그쳤어.,3
3741,아침부터 허리가 너무 아파 꼼짝할 수가 없네.,4
3742,내가 몸이 약해서 걱정하는데 남편이 아무 일도 아니라고 쉽게 말해.,4
3743,머리가 이렇게 다 세어 버렸어.,1
3744,근데 브라는 왜 더 안까는거냐?,6
3745,애인하고 헤어졌어. 내가 차였어.,4
3746,내가 투병한다고 친구들이 돈을 걷었대. 나를 죽을 사람 취급하는 것 같아서 화가 나.,2
3747,아파서 죽으면 끝이라는 생각 때문에 너무 낙담하게 되는 것 같아.,1
3748,요즘 이유 없이 짜증 나.,3
3749,상사가 항상 밖에서 받은 스트레스를 직장에서 푸는 것 같아서 나도 화가 나.,2
3750,학교와 집의 거리가 너무 멀어서 나는 친구보다 공부할 시간이 부족해서 속상해.,2
3751,경로당의 노인들과 모두 좋은 인연이 될 수 있을 것 같아.,0
3752,엠티를 통해 우리 부서의 친목을 도모할 수 있을 거라 믿어.,0
3753,술에 취해 귀가하는 남편이 사고를 치면 뒤처리는 내가 해야 해.,2
3754,햇살이 좋은 날 놀러 가자고 했었는데 결국 집에서 물만 마시고 있어야 한다니.,4
3755,오늘 병원을 다녀왔는데 기운이 없어.,1
3756,오늘 갑자기 내 비밀을 우리 반 교실에서 다 알린 애가 있었어. 나는 그 친구와 다시는 만나기도 싫어.,5
3757,나만 동기들과 다른 부서를 배정 받아서 슬퍼.,3
3758,급히 혈액 투석이 필요해서 병원에 가야 하는데 내 차를 막은 차 주인이 전화를 안 받아!,2
3759,나이가 갱년기에 도래하니 사는 게 힘들고 앞으로 살아가기가 싫네.,3
3760,그렇노. 나도 위장 발기 해야겠다..,6
3761, 존나 무식하고 인간 말종들,6
3762,국어 과목만큼은 반에서 일 등을 하고 싶었는데 그러지 못했어. 너무 속상해.,2
3763,나이가 들어서 지난 시간을 돌이켜 보니까 집사람에게 많은 상처를 주었던 것 같아.,4
3764,어젯밤 꿈에 먼저 떠난 남편이 나왔어.,1
3765,건강하지 않으면 골골댄다고 놀림 받으며 괴롭힘을 당할 수 있기 때문에 언제나 잘 먹어야 해.,3
3766,내 치료비가 결국 가족들 발목을 잡게 하는 것 같아 마음이 아파.,1
3767,노년기에도 건강해서 다행이다.,1
3768,오랜만에 본 친구와 정신 없이 놀다가 여자친의 전화를 못 받았어. 많이 화났겠지?,3
3769,순간 너무 화가 나서 주먹을 쓰고 말았어. 감정이 제어가 안 된 게 후회돼.,1
3770,니까짓게 이길수나 있노,6
3771,나 건강검진 결과 통보를 받았는데. 모두 정상이라고 해서 마음이 편해.,0
3772,남편이 끼니마다 반찬 타령을 해서 스트레스 받아,3
3773,최근에 건강이 나빠져 걱정이라네.,2
3774,개소리 ㅁㅈㅎ,6
3775,아빠가 지방으로 발령이 나서 이사를 가야 하는데 친구들과 헤어지기 싫어,1
3776,서열1위네 좆냥이 찍소리도못함ㅋ,6
3777, 웃고간다 병신아,6
3778,요즘 들어 병원에 가봐야겠다는 생각이 드네.,2
3779,니 애가 불쌍타너욕하는게아니고 진심임애는 뭔죄냐,6
3780,아무 기념일도 아닌데 내 친구가 내 아내에게 꽃다발을 선물 해줘서 기분이 안좋아.,4
3781,가서 뒤지는새끼들은 성매매 마약 돈 관련된애들이 뒤지는거다 도둑 강도들많은 터미널역부근빼고는 쟤네도 일반 관광객들은안건드려 그리고 뒤지거나 처맞는애들대부분이 필리핀애들 존나 무시해서 그런경우가많음쟤네가 비록 못살고 한국인보다 열등하고 똥송해도 자존심센애들많다못배운 한국새끼들이 가서 지가 뭐좀 되는줄알고 필리핀애들 무시하고 종부리듯이대하니까 역으로 쟤네도 이제 한국애들 무시하고 만만하게보는거임,6
3782,길에서 흡연하는 사람들 담배 냄새가 너무 역해서 화가 나.,2
3783,페북에 떠도는 유머글 ㅁㅈㅎ ^ㅡ^ㅗ,6
3784,호랑이 저건 새끼라서 그렇지 성체가 되면 100% 지가 처먹음.원래 맹수들도 털 복실복실 할 때 순수하기 때문에 친구가 됨.사냥감을 인식하기 시작하면 ㄱㅐ씹죶간이고 뭐고 지 눈에 안보임.,6
3785,선생님과 진로 상담을 했는데 형식적인 대화만 하고 속마음은 잘 얘기하지 않았어.,2
3786,애인의 친구들의 연인들에 비해 나는 멋지지 않은 사람 같아.,3
3787,왜 나만 이런 병에 걸려 노년에 어려움을 겪어야 하는 걸까?,2
3788,내가 기획했던 프로젝트들이 실현도 못한 채로 끝나버렸어 너무 슬퍼.,1
3789,회사 동료가 어제 죽었어. 어제도 인사를 했는데 어떻게 이럴수가 있지. 충격이야.,4
3790,남측정부는 그렇다치는데 한국사람들이 미국 제국주의라고 하는사람 있긴하냐?븅신좆베새끼들 북조선사이버전사들한테 놀아나는것좀 봐.ㅋㅋㅋㅋㅋㅋ,6
3791,친구가 취업상담을 받았다는 이야기를 들었어.,5
3792,열심히 살았던 친구가 암이라고 해. 갑자기 모든 게 허무해지네.,3
3793,아들이 나를 위해 비싼 보약을 지어 와서 너무 고맙고 뿌듯해.,0
3794, 보내줄꺼 보내주고 이제 시작하는일에 더 집중하는게 맞지 뭘 ㅋㅋㅋ 시발,6
3795,건강했던 친구 남편이 갑자기 에이형 간염에 걸려서 며칠 만에 죽었다고 해. 소식 듣고 너무 충격 받았어.,4
3796,오늘 마스크를 안 가지고 출근했지 뭐야.,0
3797,오빠는 자기나 잘하지 매번 나한테 이래라 저래라 말이 많아.,2
3798,친구가 그동안 미안했다고 친하게 지내자고 했는데 모두 거짓말이었어. 너무 속상해.,1
3799,처음 내말이 이석기 욕한거임 빨갱이나 선거때 그짓함,6
3800,직장 상사가 신입 사원이 한 실수가 다 내 책임이라며 화를 내.,1
3801,난 정말 나쁜 놈이야. 나만큼 나쁜 놈은 이 세상에 또 없을 거야.,5
3802,어제 아내에게 여덟 시에 깨워달라고 했는데 아내가 열 시에 깨워서 당황스러웠어.,5
3803,항암치료 중이었는데 의사가 경과가 아주 좋다지 뭐야!,0
3804,요즘은 무서워서 어디 돌아다니지를 못하겠어.,3
3805,우리 가족은 다 제멋대로라서 항상 불안해.,3
3806,건강하지 못한 것 때문에 걱정이 돼.,3
3807,나를 응원해 준 친구 덕분에 용기를 얻어 매니지먼트 회사에 지원했어. 지금이 너무 행복해.,0
3808,딸이 결혼하려는데 준비가 전혀 안 되어 있어 속상해.,3
3809,겨우 결혼한 지 일주일 밖에  안됐는데 남편이 벌써부터 술 먹고 외박을 했어.,5
3810,남자친구의 조건만을 보고 결혼에 반대하는 부모님을 보니 너무 슬펐어.,1
3811,친구가 나한테 상처되는 말을 했어,4
3812,모처럼 쉬는 날에는 꼭 아내가 대청소를 하자고 해서 스트레스받아.,3
3813,언제나 내 편일 것 같았던 친구가 등을 돌렸어. 지금 너무 슬퍼.,1
3814,큰 아들이 이번에 대학에 들어간다고 하는데 내가 가지 말라고 했어.,2
3815,오늘 아이에게 심부름을 시켰는데 아이가 돈을 잃어 버렸다고 해서 당황스러웠어.,5
3816,뇌졸중으로 쓰러졌는데 내 아내가 나를 두고 도망을 갔어.,4
3817,매일 먹던 약을 바빠서 하루만 빼먹었더니 온몸이 아프고 쑤셔오네. 너무 고통스러워.,4
3818,드디어 병에서 완쾌했는데 내 친구는 기뻐하는 척 축하해 주지도 않아. 내가 대체 뭘 잘못했어?,4
3819,직장 동료가 항상 산만하고 실수가 잦은데 언젠가 큰 사고를 칠까 걱정이 돼.,3
3820,아들이 입대했어.,1
3821,요즘 우울증에 걸려서 그런지 세상에는 즐거운 일이 하나도 없는 것 같아.,1
